timestamp,firewall_id,src_ip,dst_ip,src_port,dst_port,protocol,action,bytes_sent,bytes_received
2026-08-15T15:55:47Z,FW-CORE-01,10.0.5.7,10.0.0.2,52699,53,UDP,ALLOW,82,159
2026-08-15T15:56:30Z,FW-CORE-01,10.0.5.77,10.0.0.10,55107,53,UDP,ALLOW,94,146
2026-08-15T15:56:32Z,FW-CORE-01,10.0.5.57,10.0.0.3,56295,53,UDP,ALLOW,147,90
2026-08-15T15:57:13Z,FW-CORE-01,10.0.5.14,10.0.0.2,55379,53,UDP,ALLOW,101,196
2026-08-15T15:57:38Z,FW-CORE-01,10.0.5.68,10.0.0.2,64048,53,UDP,ALLOW,119,191
2026-08-15T15:57:52Z,FW-CORE-01,10.0.5.90,10.0.0.3,51008,53,UDP,ALLOW,135,91
2026-08-15T15:58:08Z,FW-CORE-01,10.0.5.23,10.0.0.2,57467,53,UDP,ALLOW,103,187
2026-08-15T15:58:44Z,FW-CORE-01,10.0.5.88,10.0.0.5,64741,53,UDP,ALLOW,137,126
2026-08-15T15:58:51Z,FW-CORE-01,10.0.5.79,10.0.0.8,56550,53,UDP,ALLOW,126,164
2026-08-15T15:58:56Z,FW-CORE-01,10.0.5.40,10.0.0.7,57339,53,UDP,ALLOW,101,172
2026-08-15T15:59:36Z,FW-CORE-01,10.0.5.37,10.0.0.8,52870,53,UDP,ALLOW,139,133
2026-08-15T15:59:44Z,FW-CORE-01,10.0.5.51,10.0.0.4,55449,53,UDP,ALLOW,146,86
2026-08-15T15:59:48Z,FW-CORE-01,10.0.5.3,10.0.0.5,63691,53,UDP,ALLOW,89,130
2026-08-15T16:00:00Z,FW-CORE-01,10.0.5.27,10.0.0.9,60426,53,UDP,ALLOW,121,199
2026-08-15T16:00:18Z,FW-CORE-01,10.0.5.98,10.0.0.2,51437,53,UDP,ALLOW,102,88
2026-08-15T16:00:18Z,FW-CORE-01,10.0.5.90,10.0.0.10,49554,53,UDP,ALLOW,118,143
2026-08-15T16:00:32Z,FW-CORE-01,10.0.5.71,10.0.0.5,56171,53,UDP,ALLOW,114,147
2026-08-15T16:00:40Z,FW-CORE-01,10.0.5.25,10.0.0.8,51242,53,UDP,ALLOW,97,168
2026-08-15T16:01:18Z,FW-CORE-01,10.0.5.93,10.0.0.6,62145,53,UDP,ALLOW,93,195
2026-08-15T16:01:53Z,FW-CORE-01,10.0.5.47,10.0.0.7,63839,53,UDP,ALLOW,104,194
2026-08-15T16:02:14Z,FW-CORE-01,10.0.5.30,10.0.0.3,51170,53,UDP,ALLOW,65,199
2026-08-15T16:02:45Z,FW-CORE-01,10.0.5.19,10.0.0.8,63173,53,UDP,ALLOW,131,157
2026-08-15T16:02:49Z,FW-CORE-01,10.0.5.92,10.0.0.9,59304,53,UDP,ALLOW,83,140
2026-08-15T16:02:54Z,FW-CORE-01,10.0.5.42,10.0.0.9,51472,53,UDP,ALLOW,94,146
2026-08-15T16:02:54Z,FW-CORE-01,10.0.5.78,10.0.0.3,54916,53,UDP,ALLOW,107,124
2026-08-15T16:03:27Z,FW-CORE-01,10.0.5.18,10.0.0.3,62437,53,UDP,ALLOW,104,105
2026-08-15T16:03:56Z,FW-CORE-01,10.0.5.79,10.0.0.9,57348,53,UDP,ALLOW,95,137
2026-08-15T16:04:20Z,FW-CORE-01,10.0.5.34,10.0.0.2,51305,53,UDP,ALLOW,145,197
2026-08-15T16:04:36Z,FW-CORE-01,10.0.5.94,10.0.0.7,62680,53,UDP,ALLOW,113,147
2026-08-15T16:04:51Z,FW-CORE-01,10.0.5.38,10.0.0.4,63721,53,UDP,ALLOW,80,126
2026-08-15T16:05:03Z,FW-CORE-01,10.0.5.34,10.0.0.7,54697,53,UDP,ALLOW,127,104
2026-08-15T16:05:25Z,FW-CORE-01,10.0.5.94,10.0.0.4,58142,53,UDP,ALLOW,63,184
2026-08-15T16:06:32Z,FW-CORE-01,10.0.5.19,10.0.0.5,50212,53,UDP,ALLOW,126,174
2026-08-15T16:06:41Z,FW-CORE-01,10.0.5.76,10.0.0.3,53620,53,UDP,ALLOW,80,192
2026-08-15T16:06:54Z,FW-CORE-01,10.0.5.97,10.0.0.6,55527,53,UDP,ALLOW,138,136
2026-08-15T16:07:20Z,FW-CORE-01,10.0.5.15,10.0.0.7,50339,53,UDP,ALLOW,73,86
2026-08-15T16:07:38Z,FW-CORE-01,10.0.5.21,10.0.0.5,58932,53,UDP,ALLOW,74,119
2026-08-15T16:07:47Z,FW-CORE-01,10.0.5.86,10.0.0.4,50990,53,UDP,ALLOW,67,192
2026-08-15T16:08:00Z,FW-CORE-01,10.0.5.74,10.0.0.6,50478,53,UDP,ALLOW,75,136
2026-08-15T16:08:24Z,FW-CORE-01,10.0.5.63,10.0.0.6,52350,53,UDP,ALLOW,132,102
2026-08-15T16:09:14Z,FW-CORE-01,10.0.5.67,10.0.0.5,53755,53,UDP,ALLOW,97,152
2026-08-15T16:09:39Z,FW-CORE-01,10.0.5.49,10.0.0.3,52816,53,UDP,ALLOW,60,155
2026-08-15T16:12:46Z,FW-CORE-01,10.0.5.93,10.0.0.8,63944,53,UDP,ALLOW,63,167
2026-08-15T16:12:59Z,FW-CORE-01,10.0.5.24,10.0.0.6,51246,53,UDP,ALLOW,69,176
2026-08-15T16:13:00Z,FW-CORE-01,10.0.5.55,10.0.0.5,58934,53,UDP,ALLOW,118,162
2026-08-15T16:13:04Z,FW-CORE-01,10.0.5.73,10.0.0.9,64332,53,UDP,ALLOW,113,98
2026-08-15T16:13:22Z,FW-CORE-01,10.0.5.79,10.0.0.9,58095,53,UDP,ALLOW,109,136
2026-08-15T16:13:57Z,FW-CORE-01,10.0.5.79,10.0.0.5,49216,53,UDP,ALLOW,148,194
2026-08-15T16:14:16Z,FW-CORE-01,10.0.5.61,10.0.0.4,53016,53,UDP,ALLOW,122,187
2026-08-15T16:15:15Z,FW-CORE-01,10.0.5.72,10.0.0.4,51553,53,UDP,ALLOW,142,154
2026-08-15T16:16:22Z,FW-CORE-01,10.0.5.91,10.0.0.4,65003,53,UDP,ALLOW,137,180
2026-08-15T16:16:28Z,FW-CORE-01,10.0.5.5,10.0.0.2,62402,53,UDP,ALLOW,125,163
2026-08-15T16:16:51Z,FW-CORE-01,10.0.5.34,10.0.0.8,58673,53,UDP,ALLOW,82,148
2026-08-15T16:17:05Z,FW-CORE-01,10.0.5.65,10.0.0.5,59016,53,UDP,ALLOW,106,164
2026-08-15T16:17:22Z,FW-CORE-01,10.0.5.58,10.0.0.8,55403,53,UDP,ALLOW,146,126
2026-08-15T16:19:08Z,FW-CORE-01,10.0.5.67,10.0.0.9,55472,53,UDP,ALLOW,72,91
2026-08-15T16:19:21Z,FW-CORE-01,10.0.5.12,10.0.0.5,61138,53,UDP,ALLOW,96,173
2026-08-15T16:19:22Z,FW-CORE-01,10.0.5.80,10.0.0.4,59424,53,UDP,ALLOW,131,128
2026-08-15T16:19:29Z,FW-CORE-01,10.0.5.62,10.0.0.6,59628,53,UDP,ALLOW,112,181
2026-08-15T16:19:57Z,FW-CORE-01,10.0.5.39,10.0.0.6,56504,53,UDP,ALLOW,75,106
2026-08-15T16:20:01Z,FW-CORE-01,10.0.5.22,10.0.0.10,52770,53,UDP,ALLOW,107,199
2026-08-15T16:20:23Z,FW-CORE-01,10.0.5.51,10.0.0.3,55801,53,UDP,ALLOW,113,144
2026-08-15T16:20:30Z,FW-CORE-01,10.0.5.25,10.0.0.5,56871,53,UDP,ALLOW,144,172
2026-08-15T16:20:38Z,FW-CORE-01,10.0.5.20,10.0.0.2,58714,53,UDP,ALLOW,115,80
2026-08-15T16:21:17Z,FW-CORE-01,10.0.5.68,10.0.0.6,61806,53,UDP,ALLOW,147,198
2026-08-15T16:21:30Z,FW-CORE-01,10.0.5.87,10.0.0.9,58897,53,UDP,ALLOW,64,140
2026-08-15T16:22:45Z,FW-CORE-01,10.0.5.19,10.0.0.6,50654,53,UDP,ALLOW,73,145
2026-08-15T16:23:09Z,FW-CORE-01,10.0.5.63,10.0.0.9,52505,53,UDP,ALLOW,122,198
2026-08-15T16:23:45Z,FW-CORE-01,10.0.5.79,10.0.0.2,57477,53,UDP,ALLOW,131,90
2026-08-15T16:24:35Z,FW-CORE-01,10.0.5.42,10.0.0.4,65215,53,UDP,ALLOW,117,169
2026-08-15T16:24:55Z,FW-CORE-01,10.0.5.15,10.0.0.3,60913,53,UDP,ALLOW,80,143
2026-08-15T16:25:29Z,FW-CORE-01,10.0.5.43,10.0.0.2,64414,53,UDP,ALLOW,141,173
2026-08-15T16:25:54Z,FW-CORE-01,10.0.5.28,10.0.0.8,51865,53,UDP,ALLOW,90,103
2026-08-15T16:26:13Z,FW-CORE-01,10.0.5.6,10.0.0.6,51008,53,UDP,ALLOW,110,187
2026-08-15T16:26:24Z,FW-CORE-01,10.0.5.33,10.0.0.4,54747,53,UDP,ALLOW,84,129
2026-08-15T16:27:06Z,FW-CORE-01,10.0.5.24,10.0.0.10,52282,53,UDP,ALLOW,142,187
2026-08-15T16:27:27Z,FW-CORE-01,10.0.5.93,10.0.0.9,51759,53,UDP,ALLOW,73,181
2026-08-15T16:27:42Z,FW-CORE-01,10.0.5.12,10.0.0.5,50015,53,UDP,ALLOW,120,109
2026-08-15T16:27:46Z,FW-CORE-01,10.0.5.55,10.0.0.8,52102,53,UDP,ALLOW,136,170
2026-08-15T16:27:46Z,FW-CORE-01,10.0.5.53,10.0.0.9,52745,53,UDP,ALLOW,134,136
2026-08-15T16:28:12Z,FW-CORE-01,10.0.5.77,10.0.0.8,63515,53,UDP,ALLOW,127,88
2026-08-15T16:29:03Z,FW-CORE-01,10.0.5.50,10.0.0.4,62297,53,UDP,ALLOW,108,142
2026-08-15T16:29:07Z,FW-CORE-01,10.0.5.14,10.0.0.6,51252,53,UDP,ALLOW,115,181
2026-08-15T16:30:42Z,FW-CORE-01,10.0.5.71,10.0.0.4,62488,53,UDP,ALLOW,144,168
2026-08-15T16:30:58Z,FW-CORE-01,10.0.5.48,10.0.0.9,50496,53,UDP,ALLOW,66,136
2026-08-15T16:31:02Z,FW-CORE-01,10.0.5.29,10.0.0.4,52788,53,UDP,ALLOW,77,137
2026-08-15T16:31:11Z,FW-CORE-01,10.0.5.11,10.0.0.4,51943,53,UDP,ALLOW,105,95
2026-08-15T16:32:47Z,FW-CORE-01,10.0.5.100,10.0.0.9,49775,53,UDP,ALLOW,137,187
2026-08-15T16:33:27Z,FW-CORE-01,10.0.5.53,10.0.0.4,64182,53,UDP,ALLOW,88,93
2026-08-15T16:34:00Z,FW-CORE-01,10.0.5.56,10.0.0.9,55815,53,UDP,ALLOW,92,152
2026-08-15T16:34:47Z,FW-CORE-01,10.0.5.81,10.0.0.4,57635,53,UDP,ALLOW,78,135
2026-08-15T16:34:59Z,FW-CORE-01,10.0.5.64,10.0.0.10,62722,53,UDP,ALLOW,71,185
2026-08-15T16:35:15Z,FW-CORE-01,10.0.5.59,10.0.0.10,58318,53,UDP,ALLOW,61,121
2026-08-15T16:35:50Z,FW-CORE-01,10.0.5.40,10.0.0.10,60574,53,UDP,ALLOW,143,94
2026-08-15T16:36:11Z,FW-CORE-01,10.0.5.18,10.0.0.2,62512,53,UDP,ALLOW,73,96
2026-08-15T16:36:23Z,FW-CORE-01,10.0.5.96,10.0.0.8,64756,53,UDP,ALLOW,91,140
2026-08-15T16:36:40Z,FW-CORE-01,10.0.5.3,10.0.0.3,58015,53,UDP,ALLOW,94,159
2026-08-15T16:37:29Z,FW-CORE-01,10.0.5.88,10.0.0.10,64101,53,UDP,ALLOW,121,92
2026-08-15T16:38:10Z,FW-CORE-01,10.0.5.91,10.0.0.7,53265,53,UDP,ALLOW,123,151
2026-08-15T16:38:18Z,FW-CORE-01,10.0.5.14,10.0.0.4,60864,53,UDP,ALLOW,136,144
2026-08-15T16:38:45Z,FW-CORE-01,10.0.5.31,10.0.0.5,51665,53,UDP,ALLOW,135,142
2026-08-15T16:39:25Z,FW-CORE-01,10.0.5.94,10.0.0.5,62906,53,UDP,ALLOW,124,133
2026-08-15T16:39:27Z,FW-CORE-01,10.0.5.36,10.0.0.4,53004,53,UDP,ALLOW,100,88
2026-08-15T16:39:34Z,FW-CORE-01,10.0.5.12,10.0.0.4,61958,53,UDP,ALLOW,68,80
2026-08-15T16:39:40Z,FW-CORE-01,10.0.5.77,10.0.0.3,53576,53,UDP,ALLOW,127,171
2026-08-15T16:40:24Z,FW-CORE-01,10.0.5.21,10.0.0.9,65115,53,UDP,ALLOW,100,128
2026-08-15T16:40:55Z,FW-CORE-01,10.0.5.86,10.0.0.7,55414,53,UDP,ALLOW,137,152
2026-08-15T16:41:08Z,FW-CORE-01,10.0.5.73,10.0.0.5,65237,53,UDP,ALLOW,114,171
2026-08-15T16:41:13Z,FW-CORE-01,10.0.5.82,10.0.0.9,56632,53,UDP,ALLOW,80,133
2026-08-15T16:41:48Z,FW-CORE-01,10.0.5.98,10.0.0.6,54459,53,UDP,ALLOW,115,164
2026-08-15T16:42:16Z,FW-CORE-01,10.0.5.55,10.0.0.9,63655,53,UDP,ALLOW,87,83
2026-08-15T16:42:18Z,FW-CORE-01,10.0.5.13,10.0.0.6,53508,53,UDP,ALLOW,85,123
2026-08-15T16:42:27Z,FW-CORE-01,10.0.5.86,10.0.0.4,65070,53,UDP,ALLOW,146,158
2026-08-15T16:42:30Z,FW-CORE-01,10.0.5.88,10.0.0.6,56995,53,UDP,ALLOW,96,84
2026-08-15T16:43:25Z,FW-CORE-01,10.0.5.60,10.0.0.3,62458,53,UDP,ALLOW,78,178
2026-08-15T16:44:02Z,FW-CORE-01,10.0.5.94,10.0.0.9,62287,53,UDP,ALLOW,115,113
2026-08-15T16:45:06Z,FW-CORE-01,10.0.5.63,10.0.0.10,59230,53,UDP,ALLOW,126,135
2026-08-15T16:45:17Z,FW-CORE-01,10.0.5.5,10.0.0.7,61731,53,UDP,ALLOW,92,95
2026-08-15T16:45:19Z,FW-CORE-01,10.0.5.31,10.0.0.3,49916,53,UDP,ALLOW,111,131
2026-08-15T16:45:27Z,FW-CORE-01,10.0.5.52,10.0.0.2,54181,53,UDP,ALLOW,138,169
2026-08-15T16:46:47Z,FW-CORE-01,10.0.5.65,10.0.0.4,59103,53,UDP,ALLOW,102,95
2026-08-15T16:46:49Z,FW-CORE-01,10.0.5.27,10.0.0.7,62608,53,UDP,ALLOW,60,156
2026-08-15T16:47:05Z,FW-CORE-01,10.0.5.77,10.0.0.2,51647,53,UDP,ALLOW,144,113
2026-08-15T16:47:07Z,FW-CORE-01,10.0.5.68,10.0.0.2,62333,53,UDP,ALLOW,130,89
2026-08-15T16:47:08Z,FW-CORE-01,10.0.5.9,10.0.0.8,60251,53,UDP,ALLOW,135,186
2026-08-15T16:48:14Z,FW-CORE-01,10.0.5.97,10.0.0.7,49193,53,UDP,ALLOW,86,162
2026-08-15T16:48:29Z,FW-CORE-01,10.0.5.53,10.0.0.5,53973,53,UDP,ALLOW,115,101
2026-08-15T16:48:46Z,FW-CORE-01,10.0.5.31,10.0.0.9,59715,53,UDP,ALLOW,62,122
2026-08-15T16:49:08Z,FW-CORE-01,10.0.5.96,10.0.0.6,56018,53,UDP,ALLOW,79,103
2026-08-15T16:49:24Z,FW-CORE-01,10.0.5.94,10.0.0.8,49481,53,UDP,ALLOW,80,141
2026-08-15T16:49:25Z,FW-CORE-01,10.0.5.73,10.0.0.6,61901,53,UDP,ALLOW,149,197
2026-08-15T16:50:35Z,FW-CORE-01,10.0.5.25,10.0.0.6,50974,53,UDP,ALLOW,108,195
2026-08-15T16:50:50Z,FW-CORE-01,10.0.5.90,10.0.0.10,55857,53,UDP,ALLOW,117,184
2026-08-15T16:51:22Z,FW-CORE-01,10.0.5.44,10.0.0.6,60834,53,UDP,ALLOW,127,141
2026-08-15T16:51:34Z,FW-CORE-01,10.0.5.91,10.0.0.2,53878,53,UDP,ALLOW,87,176
2026-08-15T16:52:15Z,FW-CORE-01,10.0.5.4,10.0.0.9,51287,53,UDP,ALLOW,65,175
2026-08-15T16:52:34Z,FW-CORE-01,10.0.5.44,10.0.0.8,59170,53,UDP,ALLOW,65,174
2026-08-15T16:52:42Z,FW-CORE-01,10.0.5.4,10.0.0.8,63903,53,UDP,ALLOW,99,93
2026-08-15T16:53:35Z,FW-CORE-01,10.0.5.49,10.0.0.10,61766,53,UDP,ALLOW,123,158
2026-08-15T16:53:41Z,FW-CORE-01,10.0.5.42,10.0.0.4,58553,53,UDP,ALLOW,62,161
2026-08-15T16:53:42Z,FW-CORE-01,10.0.5.70,10.0.0.9,58104,53,UDP,ALLOW,72,120
2026-08-15T16:54:03Z,FW-CORE-01,10.0.5.98,10.0.0.7,49707,53,UDP,ALLOW,118,122
2026-08-15T16:54:23Z,FW-CORE-01,10.0.5.64,10.0.0.8,57629,53,UDP,ALLOW,99,153
2026-08-15T16:55:14Z,FW-CORE-01,10.0.5.50,10.0.0.5,55137,53,UDP,ALLOW,72,118
2026-08-15T16:55:20Z,FW-CORE-01,10.0.5.73,10.0.0.3,62071,53,UDP,ALLOW,99,101
2026-08-15T16:55:26Z,FW-CORE-01,10.0.5.37,10.0.0.2,58414,53,UDP,ALLOW,85,131
2026-08-15T16:56:43Z,FW-CORE-01,10.0.5.48,10.0.0.6,59746,53,UDP,ALLOW,70,155
2026-08-15T16:56:50Z,FW-CORE-01,10.0.5.11,10.0.0.8,50800,53,UDP,ALLOW,66,161
2026-08-15T16:57:18Z,FW-CORE-01,10.0.5.24,10.0.0.4,54125,53,UDP,ALLOW,114,167
2026-08-15T16:57:46Z,FW-CORE-01,10.0.5.44,10.0.0.8,65305,53,UDP,ALLOW,136,159
2026-08-15T16:58:29Z,FW-CORE-01,10.0.5.22,10.0.0.8,61454,53,UDP,ALLOW,77,118
2026-08-15T16:58:52Z,FW-CORE-01,10.0.5.31,10.0.0.6,52338,53,UDP,ALLOW,119,180
2026-08-15T16:58:56Z,FW-CORE-01,10.0.5.71,10.0.0.3,59048,53,UDP,ALLOW,126,166
2026-08-15T16:58:56Z,FW-CORE-01,10.0.5.96,10.0.0.2,61907,53,UDP,ALLOW,106,173
2026-08-15T16:59:36Z,FW-CORE-01,10.0.5.85,10.0.0.10,61668,53,UDP,ALLOW,73,118
2026-08-15T16:59:44Z,FW-CORE-01,10.0.5.54,10.0.0.4,52969,53,UDP,ALLOW,148,89
2026-08-15T16:59:54Z,FW-CORE-01,10.0.5.76,10.0.0.5,61651,53,UDP,ALLOW,128,139
2026-08-15T17:00:08Z,FW-CORE-01,10.0.5.98,10.0.0.7,64844,53,UDP,ALLOW,95,91
2026-08-15T17:00:15Z,FW-CORE-01,10.0.5.23,10.0.0.4,64664,53,UDP,ALLOW,114,142
2026-08-15T17:00:25Z,FW-CORE-01,10.0.5.3,10.0.0.6,57901,53,UDP,ALLOW,99,198
2026-08-15T17:00:27Z,FW-CORE-01,10.0.5.62,10.0.0.3,61834,53,UDP,ALLOW,132,117
2026-08-15T17:00:44Z,FW-CORE-01,10.0.5.86,10.0.0.3,56605,53,UDP,ALLOW,137,86
2026-08-15T17:00:56Z,FW-CORE-01,10.0.5.34,10.0.0.2,50865,53,UDP,ALLOW,124,197
2026-08-15T17:01:31Z,FW-CORE-01,10.0.5.54,10.0.0.4,56737,53,UDP,ALLOW,100,173
2026-08-15T17:02:24Z,FW-CORE-01,10.0.5.91,10.0.0.7,64933,53,UDP,ALLOW,72,116
2026-08-15T17:02:40Z,FW-CORE-01,10.0.5.25,10.0.0.9,50186,53,UDP,ALLOW,135,107
2026-08-15T17:03:02Z,FW-CORE-01,10.0.5.12,10.0.0.3,55139,53,UDP,ALLOW,150,88
2026-08-15T17:03:20Z,FW-CORE-01,10.0.5.21,10.0.0.7,60128,53,UDP,ALLOW,89,122
2026-08-15T17:03:25Z,FW-CORE-01,10.0.5.29,10.0.0.4,58595,53,UDP,ALLOW,75,101
2026-08-15T17:04:19Z,FW-CORE-01,10.0.5.56,10.0.0.8,62362,53,UDP,ALLOW,149,102
2026-08-15T17:04:39Z,FW-CORE-01,10.0.5.86,10.0.0.2,63102,53,UDP,ALLOW,131,194
2026-08-15T17:04:57Z,FW-CORE-01,10.0.5.43,10.0.0.8,62666,53,UDP,ALLOW,65,187
2026-08-15T17:05:01Z,FW-CORE-01,10.0.5.98,10.0.0.2,54141,53,UDP,ALLOW,125,150
2026-08-15T17:06:16Z,FW-CORE-01,10.0.5.44,10.0.0.6,51400,53,UDP,ALLOW,68,186
2026-08-15T17:06:49Z,FW-CORE-01,10.0.5.11,10.0.0.3,53465,53,UDP,ALLOW,63,91
2026-08-15T17:07:05Z,FW-CORE-01,10.0.5.47,10.0.0.2,54221,53,UDP,ALLOW,108,192
2026-08-15T17:07:06Z,FW-CORE-01,10.0.5.13,10.0.0.7,61258,53,UDP,ALLOW,92,172
2026-08-15T17:07:53Z,FW-CORE-01,10.0.5.21,10.0.0.9,63767,53,UDP,ALLOW,145,193
2026-08-15T17:08:18Z,FW-CORE-01,10.0.5.13,10.0.0.6,51269,53,UDP,ALLOW,66,119
2026-08-15T17:08:21Z,FW-CORE-01,10.0.5.47,10.0.0.4,64609,53,UDP,ALLOW,112,117
2026-08-15T17:08:26Z,FW-CORE-01,10.0.5.95,10.0.0.8,49852,53,UDP,ALLOW,139,83
2026-08-15T17:08:50Z,FW-CORE-01,10.0.5.92,10.0.0.6,59648,53,UDP,ALLOW,79,128
2026-08-15T17:08:57Z,FW-CORE-01,10.0.5.5,10.0.0.7,52732,53,UDP,ALLOW,124,127
2026-08-15T17:09:07Z,FW-CORE-01,10.0.5.39,10.0.0.8,58213,53,UDP,ALLOW,72,190
2026-08-15T17:09:14Z,FW-CORE-01,10.0.5.27,10.0.0.9,53912,53,UDP,ALLOW,131,93
2026-08-15T17:10:03Z,FW-CORE-01,10.0.5.15,10.0.0.4,54639,53,UDP,ALLOW,86,89
2026-08-15T17:10:27Z,FW-CORE-01,10.0.5.40,10.0.0.6,62456,53,UDP,ALLOW,89,133
2026-08-15T17:10:44Z,FW-CORE-01,10.0.5.56,10.0.0.10,50238,53,UDP,ALLOW,82,157
2026-08-15T17:11:01Z,FW-CORE-01,10.0.5.42,10.0.0.7,57931,53,UDP,ALLOW,129,123
2026-08-15T17:11:07Z,FW-CORE-01,10.0.5.98,10.0.0.9,59940,53,UDP,ALLOW,83,189
2026-08-15T17:11:50Z,FW-CORE-01,10.0.5.54,10.0.0.7,65176,53,UDP,ALLOW,64,185
2026-08-15T17:12:02Z,FW-CORE-01,10.0.5.9,10.0.0.7,62603,53,UDP,ALLOW,77,147
2026-08-15T17:13:19Z,FW-CORE-01,10.0.5.91,10.0.0.6,58450,53,UDP,ALLOW,84,192
2026-08-15T17:13:27Z,FW-CORE-01,10.0.5.20,10.0.0.2,52038,53,UDP,ALLOW,150,91
2026-08-15T17:13:40Z,FW-CORE-01,10.0.5.56,10.0.0.2,62619,53,UDP,ALLOW,82,158
2026-08-15T17:14:04Z,FW-CORE-01,10.0.5.89,10.0.0.5,59851,53,UDP,ALLOW,141,135
2026-08-15T17:14:28Z,FW-CORE-01,10.0.5.13,10.0.0.5,61673,53,UDP,ALLOW,71,121
2026-08-15T17:14:30Z,FW-CORE-01,10.0.5.15,10.0.0.2,49388,53,UDP,ALLOW,86,143
2026-08-15T17:15:01Z,FW-CORE-01,10.0.5.35,10.0.0.4,53217,53,UDP,ALLOW,79,81
2026-08-15T17:15:12Z,FW-CORE-01,10.0.5.81,10.0.0.8,61811,53,UDP,ALLOW,64,86
2026-08-15T17:15:21Z,FW-CORE-01,10.0.5.90,10.0.0.9,64447,53,UDP,ALLOW,147,121
2026-08-15T17:15:27Z,FW-CORE-01,10.0.5.59,10.0.0.3,61008,53,UDP,ALLOW,106,180
2026-08-15T17:15:34Z,FW-CORE-01,10.0.5.44,10.0.0.8,53682,53,UDP,ALLOW,148,104
2026-08-15T17:16:14Z,FW-CORE-01,10.0.5.75,10.0.0.6,65428,53,UDP,ALLOW,113,119
2026-08-15T17:16:23Z,FW-CORE-01,10.0.5.54,10.0.0.3,58392,53,UDP,ALLOW,103,138
2026-08-15T17:16:39Z,FW-CORE-01,10.0.5.67,10.0.0.7,49377,53,UDP,ALLOW,134,123
2026-08-15T17:17:28Z,FW-CORE-01,10.0.5.17,10.0.0.10,50100,53,UDP,ALLOW,135,120
2026-08-15T17:17:41Z,FW-CORE-01,10.0.5.78,10.0.0.2,60891,53,UDP,ALLOW,108,82
2026-08-15T17:17:46Z,FW-CORE-01,10.0.5.29,10.0.0.4,61923,53,UDP,ALLOW,111,177
2026-08-15T17:18:04Z,FW-CORE-01,10.0.5.19,10.0.0.7,52336,53,UDP,ALLOW,67,109
2026-08-15T17:18:06Z,FW-CORE-01,10.0.5.14,10.0.0.7,57280,53,UDP,ALLOW,63,145
2026-08-15T17:18:12Z,FW-CORE-01,10.0.5.61,10.0.0.2,56976,53,UDP,ALLOW,89,80
2026-08-15T17:19:19Z,FW-CORE-01,10.0.5.22,10.0.0.6,62596,53,UDP,ALLOW,121,198
2026-08-15T17:19:34Z,FW-CORE-01,10.0.5.63,10.0.0.8,62913,53,UDP,ALLOW,130,163
2026-08-15T17:19:52Z,FW-CORE-01,10.0.5.73,10.0.0.9,49325,53,UDP,ALLOW,114,200
2026-08-15T17:19:54Z,FW-CORE-01,10.0.5.39,10.0.0.3,51007,53,UDP,ALLOW,125,86
2026-08-15T17:20:13Z,FW-CORE-01,10.0.5.81,10.0.0.3,49403,53,UDP,ALLOW,120,163
2026-08-15T17:20:34Z,FW-CORE-01,10.0.5.21,10.0.0.8,65387,53,UDP,ALLOW,81,102
2026-08-15T17:20:58Z,FW-CORE-01,10.0.5.38,10.0.0.10,60251,53,UDP,ALLOW,104,94
2026-08-15T17:21:00Z,FW-CORE-01,10.0.5.45,10.0.0.9,50328,53,UDP,ALLOW,85,113
2026-08-15T17:21:08Z,FW-CORE-01,10.0.5.27,10.0.0.6,52191,53,UDP,ALLOW,116,183
2026-08-15T17:21:31Z,FW-CORE-01,10.0.5.11,10.0.0.2,50883,53,UDP,ALLOW,89,163
2026-08-15T17:23:02Z,FW-CORE-01,10.0.5.82,10.0.0.7,65285,53,UDP,ALLOW,140,85
2026-08-15T17:23:09Z,FW-CORE-01,10.0.5.44,10.0.0.10,56588,53,UDP,ALLOW,143,108
2026-08-15T17:23:12Z,FW-CORE-01,10.0.5.84,10.0.0.6,58355,53,UDP,ALLOW,91,160
2026-08-15T17:23:36Z,FW-CORE-01,10.0.5.64,10.0.0.6,65230,53,UDP,ALLOW,107,87
2026-08-15T17:23:45Z,FW-CORE-01,10.0.5.56,10.0.0.5,62332,53,UDP,ALLOW,131,123
2026-08-15T17:23:50Z,FW-CORE-01,10.0.5.28,10.0.0.4,62225,53,UDP,ALLOW,86,128
2026-08-15T17:24:01Z,FW-CORE-01,10.0.5.76,10.0.0.5,57402,53,UDP,ALLOW,146,90
2026-08-15T17:24:23Z,FW-CORE-01,10.0.5.10,10.0.0.7,53638,53,UDP,ALLOW,105,133
2026-08-15T17:24:25Z,FW-CORE-01,10.0.5.36,10.0.0.3,62236,53,UDP,ALLOW,105,200
2026-08-15T17:24:31Z,FW-CORE-01,10.0.5.8,10.0.0.8,58879,53,UDP,ALLOW,87,170
2026-08-15T17:25:03Z,FW-CORE-01,10.0.5.31,10.0.0.2,60465,53,UDP,ALLOW,97,87
2026-08-15T17:25:10Z,FW-CORE-01,10.0.5.98,10.0.0.8,63102,53,UDP,ALLOW,107,92
2026-08-15T17:25:13Z,FW-CORE-01,10.0.5.37,10.0.0.10,53766,53,UDP,ALLOW,109,189
2026-08-15T17:25:29Z,FW-CORE-01,10.0.5.73,10.0.0.4,64097,53,UDP,ALLOW,78,123
